Symbol,Last,1M Chg,5D Chg,Earnings ttm,P/E ttm,5Y Return,5Y Rev%,Industry,Sector,Market Cap,,,Billions,Dividend(a),52W Low,52W Low Date,52W High,low,high,fair value,verdict,delta,potential profit
KR,31.93,-1.07,0.87,2.2,14.52,-10.93%,12.74%,Retail - Supermarket,Retail-Wholesale,24838092000.00,,,24.838092,0.64,20.7,7/23/2019,36.84,35.17068588,13.32790445,31.944,Undervalued,0.014,0.043826697
STT,58.49,8.56,-2.46,6.18,9.47,-23.40%,22.87%,Banks - Major Regional,Finance,20725464000.00,,,20.725464,2.08,42.1,3/18/2020,85.89,28.02188408,31.90126907,58.5246,Undervalued,0.0346,0.059120438
MSFT,178.6,32.03,13.46,5.4,32.79,273.09%,44.93%,Computer - Software,Computers and Technology,1358440064000.00,,,1358.440064,2.04,119.01,6/3/2019,190.7,33.36506159,6.345044573,177.066,Overvalued,-1.534,-0.866343623
MNST,62.19,2.45,1.68,2.03,30.48,31.59%,70.43%,Beverages - Soft,Consumer Staples,33389562000.00,,,33.389562,0,50.06,3/20/2020,70.52,19.50474353,11.81225184,61.8744,Overvalued,-0.3156,-0.510065552
TMO,331.58,35.27,14.2,12.34,26.65,155.02%,51.23%,Medical Instruments,Medical,132243384000.00,,,132.243384,0.88,250.21,3/23/2020,342.26,24.54008083,3.120434757,328.861,Overvalued,-2.719,-0.826793083
TMUS,90.99,12.64,5.09,4.49,20.1,165.20%,52.21%,Wireless National,Utilities,77972328000.00,,,77.972328,0,63.5,3/18/2020,101.35,30.21211122,10.22200296,90.249,Overvalued,-0.741,-0.821061729
CL,73.42,3.22,3.51,2.83,25.74,6.14%,-9.17%,Soap and Cleaning Products,Consumer Staples,62776304000.00,,,62.776304,1.72,58.49,3/23/2020,77.41,20.33505857,5.15437282,72.8442,Overvalued,-0.5758,-0.790454147
AEE,77.83,0.14,-1.17,3.35,23.06,83.91%,-2.36%,Utility - Electric Power,Utilities,19203540000.00,,,19.20354,1.98,58.74,3/23/2020,87.65,24.52781704,11.20365088,77.251,Overvalued,-0.579,-0.749504861
HSY,146.46,7.36,2.55,5.79,25.12,54.77%,7.61%,Food - Confectionery,Consumer Staples,30719694000.00,,,30.719694,3.09,109.88,3/23/2020,162.2,24.97610269,9.704069051,145.4448,Overvalued,-1.0152,-0.697996766
ZBRA,202.98,22.32,1.76,12.07,16.7,109.93%,168.47%,Machinery - Thermal Processing,Industrial Products,10962542000.00,,,10.962542,0,150.06,3/16/2020,260.4,26.07153414,22.05069124,201.569,Overvalued,-1.411,-0.700008434
CMCSA,38.08,-0.14,0.08,3.12,12.13,27.70%,58.40%,Cable TV,Consumer Discretionary,173379552000.00,,,173.379552,0.92,31.7,3/23/2020,47.74,16.75420168,20.23460411,37.8456,Overvalued,-0.2344,-0.619358657
EBAY,37.46,4.18,3.63,2.29,16.25,50.26%,-39.67%,Internet Commerce,Retail-Wholesale,29817216000.00,,,29.817216,0.64,26.02,3/23/2020,42,30.53924186,10.80952381,37.2125,Overvalued,-0.2475,-0.665099093
CHTR,499.42,106.4,32.78,7.61,65.22,168.87%,402.46%,Cable TV,Consumer Discretionary,104865720000.00,,,104.86572,0,345.67,3/18/2020,546.54,30.78571143,8.621509862,496.3242,Overvalued,-3.0958,-0.623745528
HRL,50.51,1.98,2.97,1.75,28.69,84.18%,1.94%,Food - Meat Products,Consumer Staples,27163064000.00,,,27.163064,0.93,37,5/23/2019,51.53,26.74717878,1.979429459,50.2075,Overvalued,-0.3025,-0.602499627
TWTR,26.7,2.22,-1.07,0.49,54.18,-47.46%,146.57%,Internet - Software,Computers and Technology,20949596000.00,,,20.949596,0,20,3/18/2020,45.85,25.09363296,41.76663032,26.5482,Overvalued,-0.1518,-0.571790178
MRK,83.46,8.98,0.97,5.19,15.99,44.90%,10.90%,Large Cap Pharma,Medical,211677008000.00,,,211.677008,2.44,65.25,3/23/2020,92.64,21.81883537,9.909326425,82.9881,Overvalued,-0.4719,-0.568635744
UPS,102.75,5.96,4.06,7.53,13.57,4.74%,27.24%,Transportation - Air Freight,Transportation,88209536000.00,,,88.209536,4.04,82,3/12/2020,125.31,20.1946472,18.00335169,102.1821,Overvalued,-0.5679,-0.555772489
COTY,5.75,0.3,-0.27,0.63,9.08,-76.80%,90.01%,Cosmetics & Toiletries,Consumer Staples,4373163000.00,,,4.373163,0.5,3.02,3/18/2020,14.14,47.47826087,59.33521924,5.7204,Overvalued,-0.0296,-0.517446332
ABT,96.01,16.52,9.97,3.24,29.45,98.70%,57.57%,Medical Products,Medical,169307200000.00,,,169.3072,1.44,61.61,3/23/2020,97.75,35.82960108,1.780051151,95.418,Overvalued,-0.592,-0.620428011
SWKS,95.4,17.62,5.45,5.52,17.21,2.15%,47.36%,Semi Radio Frequency,Computers and Technology,16176311000.00,,,16.176311,1.76,66.29,6/3/2019,128.48,30.51362683,25.74719801,94.9992,Overvalued,-0.4008,-0.42189829
ADBE,344.11,32.3,25.41,7.07,48.47,349.58%,169.38%,Computer - Software,Computers and Technology,165792528000.00,,,165.792528,0,255.13,3/18/2020,386.74,25.85801052,11.02290945,342.6829,Overvalued,-1.4271,-0.416449143
AWK,131.76,-6.74,0.01,3.61,36.35,137.62%,19.88%,Utility - Water Supply,Utilities,23851194000.00,,,23.851194,2,92,3/23/2020,141.7,30.17607772,7.014820042,131.2235,Overvalued,-0.5365,-0.408844452
SJM,121.58,4.47,8.83,8.27,14.65,4.53%,39.70%,Food - Misc & Diversified,Consumer Staples,13864740000.00,,,13.86474,3.52,91.88,3/16/2020,128.43,24.42835993,5.333644787,121.1555,Overvalued,-0.4245,-0.350376169
MU,45.7,8.32,-0.43,2.31,19.71,56.51%,43.09%,Semi Memory,Computers and Technology,50826904000.00,,,50.826904,0,31.13,3/18/2020,61.19,31.88183807,25.31459389,45.5301,Overvalued,-0.1699,-0.373159734
ODFL,136.65,23.08,1.5,5.1,26.7,175.73%,47.39%,Transportation - Truck,Transportation,16335959000.00,,,16.335959,0.61,87.25,6/3/2019,151.47,36.15075009,9.784115666,136.17,Overvalued,-0.48,-0.352500551
STZ,162.7,38.25,-3.54,9.13,17.76,40.70%,38.41%,Beverages - Alcohol,Consumer Staples,31180802000.00,,,31.180802,3,104.28,3/23/2020,214.48,35.90657652,24.14211115,162.1488,Overvalued,-0.5512,-0.339934677
KHC,29.33,5.5,1.22,2.19,0,-66.51%,37.20%,Food - Misc & Diversified,Consumer Staples,35834132000.00,,,35.834132,1.6,19.99,3/16/2020,33.78,31.84452779,13.17347543,0,Overvalued,-29.33,#DIV/0!
CAG,33.58,3.78,1.12,1.89,17.71,15.01%,-46.12%,Food - Misc & Diversified,Consumer Staples,16356013000.00,,,16.356013,0.85,22.83,3/13/2020,35.59,32.01310304,5.647653835,33.4719,Overvalued,-0.1081,-0.322957466
GWW,280.22,33.79,0.35,17.29,16.19,13.40%,15.26%,Industrial Services,Industrial Products,15040248000.00,,,15.040248,5.76,200.61,3/23/2020,346.6,28.40982086,19.15175995,279.9251,Overvalued,-0.2949,-0.10534961
MDLZ,53.48,4.66,1.14,2.47,21.63,45.25%,-24.46%,Food - Misc & Diversified,Consumer Staples,76633792000.00,,,76.633792,1.14,41.19,3/23/2020,59.96,22.98055348,10.8072048,53.4261,Overvalued,-0.0539,-0.10088702
CDNS,78.65,19.71,7,3.53,22.26,314.17%,47.78%,Computer - Software,Computers and Technology,22035214000.00,,,22.035214,0,51.39,3/18/2020,80.46,34.65988557,2.249565001,78.5778,Overvalued,-0.0722,-0.091883458
CHRW,74.23,9.63,1.01,4.18,17.76,5.07%,13.66%,Transportation - Services,Transportation,9749368000.00,,,9.749368,2.04,56.94,3/16/2020,91.96,23.29246935,19.28012179,74.2368,Undervalued,0.0068,0.009159878
MCO,239.36,37.27,-2.32,8.29,28.31,122.66%,44.83%,Finance - Misc Services,Finance,44810104000.00,,,44.810104,2.24,164.19,3/23/2020,287.25,31.40457888,16.6718886,234.6899,Overvalued,-4.6701,-1.98990242
SBAC,314.83,40.37,9.02,1.29,36.36,159.80%,31.94%,REIT - Equity Trust Other,Finance,35238604000.00,,,35.238604,1.86,193.91,4/18/2019,315.84,38.40802973,0.319782168,46.9044,Overvalued,-267.9256,-571.2163464
IEX,152.73,26.77,1.21,5.79,25.36,101.25%,16.15%,Machinery - General Industrial,Industrial Products,11643981000.00,,,11.643981,2,104.56,3/18/2020,178.14,31.53931775,14.26406197,146.8344,Overvalued,-5.8956,-4.015135418
FMC,86.1,17.46,-3.9,6.08,13.71,47.00%,14.17%,Chemical - Diversified,Basic Materials,11144869000.00,,,11.144869,1.76,56.77,3/18/2020,108.77,34.06504065,20.84214397,83.3568,Overvalued,-2.7432,-3.290913279
BLL,70.2,5.57,0.26,2.54,26.69,88.30%,33.89%,Containers - Metal & Glass,Industrial Products,22870106000.00,,,22.870106,0.6,51.26,3/23/2020,82.82,26.98005698,15.23786525,67.7926,Overvalued,-2.4074,-3.551125049
DISCK,20.2,0.67,0.06,3.7,5.27,-34.88%,77.88%,Broadcast - Radio & TV,Consumer Discretionary,10611363000.00,,,10.611363,0,15.43,3/23/2020,31.2,23.61386139,35.25641026,19.499,Overvalued,-0.701,-3.595056157
CSX,62.77,8.51,-1.23,4.17,14.54,69.10%,-5.78%,Transportation - Rail,Transportation,48573056000.00,,,48.573056,1.04,46.81,3/23/2020,80.73,25.42615899,22.24699616,60.6318,Overvalued,-2.1382,-3.526532282
BKR,13.03,1.78,0.17,0.83,15.17,-72.49%,-2.90%,Oil - Field Services,Oils-Energy,13433096000.00,,,13.433096,0.72,9.12,3/23/2020,26.93,30.0076746,51.61529892,12.5911,Overvalued,-0.4389,-3.485795522
AJG,83.6,-1.86,-3.24,3.66,22.07,70.40%,55.52%,Insurance - Brokers,Finance,15851144000.00,,,15.851144,1.8,65.09,3/18/2020,109.46,22.14114833,23.62506852,80.7762,Overvalued,-2.8238,-3.495831693
FRT,75.36,-16.8,-10.64,4.59,11.51,-46.33%,36.39%,REIT - Equity Trust Retail,Finance,5698950000.00,,,5.69895,4.2,64.68,4/3/2020,141.35,14.17197452,46.68553237,52.8309,Overvalued,-22.5291,-42.64379369
BK,37.39,7.42,0.25,4.03,8.73,-11.12%,29.76%,Banks - Major Regional,Finance,33092058000.00,,,33.092058,1.24,26.4,3/18/2020,51.6,29.3928858,27.53875969,35.1819,Overvalued,-2.2081,-6.276238634
SCHW,35.79,2.11,-0.75,2.72,13.16,18.82%,76.97%,Finance - Investment Brokers,Finance,46071608000.00,,,46.071608,0.72,28,3/16/2020,51.65,21.76585638,30.70667957,35.7952,Undervalued,0.0052,0.014527087
ITW,158.58,-0.92,-0.7,7.73,19.83,67.58%,-2.59%,Machinery - General Industrial,Industrial Products,50352004000.00,,,50.352004,4.28,115.94,3/23/2020,190.85,26.88863665,16.90856694,153.2859,Overvalued,-5.2941,-3.453742321
PM,77.96,3.97,2.62,5.2,14.5,-5.79%,-62.79%,Tobacco,Consumer Staples,121391976000.00,,,121.391976,4.68,56.01,3/23/2020,90.17,28.15546434,13.54108905,75.4,Overvalued,-2.56,-3.395225464
ABC,89.19,-0.31,1.38,7.24,11.92,-22.77%,50.20%,Medical - Dental Suppliers,Medical,18363420000.00,,,18.36342,1.68,70.55,4/22/2019,97.5,20.89920395,8.523076923,86.3008,Overvalued,-2.8892,-3.347825281
HST,11.37,1.3,-0.54,1.26,6.21,-45.05%,2.15%,REIT - Equity Trust Other,Finance,8154314000.00,,,8.154314,0.8,7.86,3/17/2020,19.99,30.8707124,43.12156078,7.8246,Overvalued,-3.5454,-45.31094241
MSI,157.77,8.44,4.88,7.43,20.56,160.48%,34.11%,Wireless Equipment,Computers and Technology,27065916000.00,,,27.065916,2.56,120.77,3/23/2020,187.49,23.4518603,15.85151208,152.7608,Overvalued,-5.0092,-3.27911349
T,31.23,-2.51,0.5,3.58,8.42,-8.17%,36.80%,Wireless National,Utilities,224328368000.00,,,224.328368,2.08,26.08,3/23/2020,39.7,16.49055395,21.33501259,30.1436,Overvalued,-1.0864,-3.604081795
WLTW,195.39,22.27,-0.63,10.97,17.25,51.71%,137.74%,Insurance - Brokers,Finance,25150404000.00,,,25.150404,2.72,143.34,3/23/2020,220.97,26.63902963,11.57623207,189.2325,Overvalued,-6.1575,-3.253933653
PYPL,111.85,13.98,6.01,2.35,46.09,0.00%,121.46%,Internet - Software,Computers and Technology,131195136000.00,,,131.195136,0,82.07,3/23/2020,124.45,26.62494412,10.12454801,108.3115,Overvalued,-3.5385,-3.266966112
CCI,167.05,20.18,2.91,1.97,27.6,94.29%,56.18%,REIT - Equity Trust Other,Finance,69617920000.00,,,69.61792,4.8,114.18,3/24/2020,168.75,31.64920682,1.007407407,54.372,Overvalued,-112.678,-207.2353417
KSU,139.36,18.16,2.76,6.94,19.45,30.85%,11.21%,Transportation - Rail,Transportation,13399604000.00,,,13.399604,1.6,92.86,3/18/2020,178.59,33.36681975,21.96651548,134.983,Overvalued,-4.377,-3.242630553
ULTA,215.51,60.91,13.03,11.92,17.53,37.20%,128.24%,Retail - Misc & Diversified,Retail-Wholesale,12135150000.00,,,12.13515,0,124.05,3/18/2020,368.83,42.43886595,41.56928666,208.9576,Overvalued,-6.5524,-3.135755771
VRSK,153.79,9.08,5.53,4.38,34.04,111.60%,49.26%,Business Information,Business Services,24983492000.00,,,24.983492,1.08,116.61,3/23/2020,171.73,24.17582418,10.44663134,149.0952,Overvalued,-4.6948,-3.148860594
COO,306.28,31.11,9.71,12.16,24.42,68.52%,54.47%,Medical - Dental Suppliers,Medical,16333913000.00,,,16.333913,0.06,236.68,3/18/2020,365.68,22.72430456,16.24371035,296.9472,Overvalued,-9.3328,-3.142915643
DISCA,22.14,0.63,-0.18,3.7,5.8,-32.31%,77.88%,Broadcast - Radio & TV,Consumer Discretionary,11630474000.00,,,11.630474,0,17.12,3/23/2020,33.65,22.67389341,34.20505201,21.46,Overvalued,-0.68,-3.168685927
ISRG,526.33,100.85,22.54,11.55,43.97,212.10%,110.09%,Medical Instruments,Medical,61449028000.00,,,61.449028,0,360.5,3/23/2020,619,31.50684932,14.97092084,507.8535,Overvalued,-18.4765,-3.638155492
STE,154.97,24.34,2.28,5.53,27.18,119.01%,71.50%,Medical Instruments,Medical,13143471000.00,,,13.143471,1.48,105.69,3/23/2020,168.98,31.79970317,8.290922003,150.3054,Overvalued,-4.6646,-3.103414781
IPGP,119.05,-5.2,0,4.43,26.07,25.98%,70.76%,Lasers - Systems & Components,Computers and Technology,6326554000.00,,,6.326554,0,98.04,3/16/2020,182.17,17.64804704,34.64895427,115.4901,Overvalued,-3.5599,-3.08242871
UAL,29.08,-1.59,-2.42,12.1,2.33,-54.21%,11.20%,Transportation - Airline,Transportation,7210415000.00,,,7.210415,0,17.8,3/18/2020,96.03,38.78954608,69.71779652,28.193,Overvalued,-0.887,-3.146171035
INTU,265.36,26.19,13.26,5.89,43.71,162.16%,50.55%,Computer - Software,Computers and Technology,69123360000.00,,,69.12336,2.12,187.68,3/23/2020,306.89,29.27343986,13.53253609,257.4519,Overvalued,-7.9081,-3.071680574
CRM,162.62,27.2,8.07,1.07,146.79,139.75%,218.19%,Computer - Software,Computers and Technology,145544896000.00,,,145.544896,0,115.29,3/18/2020,195.72,29.10466117,16.91191498,157.0653,Overvalued,-5.5547,-3.536554541
BWA,26.98,4.69,1.24,4.13,6.31,-55.62%,22.43%,Auto - Truck Original Parts,Auto-Tires-Trucks,5576874000.00,,,5.576874,0.68,17,3/18/2020,46.6,36.99036323,42.10300429,26.0603,Overvalued,-0.9197,-3.529122842
IRM,24.99,-1.88,-2.12,0.85,10.59,-31.57%,36.72%,REIT - Equity Trust Other,Finance,7193846000.00,,,7.193846,2.47,21,4/2/2020,36.52,15.96638655,31.57174151,9.0015,Overvalued,-15.9885,-177.6203966
RSG,80.28,-1.36,-1.54,3.34,23.16,94.71%,17.19%,Waste Removal Svcs,Business Services,25621604000.00,,,25.621604,1.62,65.37,3/23/2020,100.91,18.57249626,20.44395996,77.3544,Overvalued,-2.9256,-3.782073159
TROW,103.49,-4.62,-1.67,8.06,12.35,25.34%,41.08%,Finance - Investment Mgmt,Finance,24427882000.00,,,24.427882,3.6,82.51,3/23/2020,139.82,20.2724901,25.98340724,99.541,Overvalued,-3.949,-3.967209492
WELL,49.1,10.47,-7.5,3.23,11.33,-35.28%,53.17%,REIT - Equity Trust Other,Finance,20158298000.00,,,20.158298,3.48,24.27,3/18/2020,93.17,50.57026477,47.30063325,36.5959,Overvalued,-12.5041,-34.16803522
MYL,16.11,0.54,0.03,4.42,3.51,-78.82%,48.98%,Medical - Generic Drugs,Medical,8315612000.00,,,8.315612,0,12.75,3/16/2020,28.45,20.8566108,43.37434095,15.5142,Overvalued,-0.5958,-3.840352709
WU,19.93,-2.63,-0.26,1.71,11.22,-3.21%,-5.62%,Financial Transaction Services,Business Services,8188659000.00,,,8.188659,0.9,17.39,4/1/2020,28.44,12.74460612,29.92264416,19.1862,Overvalued,-0.7438,-3.876744744
BLK,476.87,90.11,5.45,28.51,16.1,27.85%,31.21%,Finance - Investment Mgmt,Finance,73832352000.00,,,73.832352,14.52,323.98,3/18/2020,576.81,32.06114874,17.32632929,459.011,Overvalued,-17.859,-3.890756431
SO,57.47,0.91,-2.86,3.11,17.79,28.08%,15.99%,Utility - Electric Power,Utilities,60746192000.00,,,60.746192,2.48,41.96,3/23/2020,71.1,26.98799374,19.17018284,55.3269,Overvalued,-2.1431,-3.873522645
SLG,51.26,-7.46,-2.91,3.08,7.05,-60.21%,-18.49%,REIT - Equity Trust Other,Finance,3994948000.00,,,3.994948,3.54,37.5,4/1/2020,96.39,26.84354272,46.82020957,21.714,Overvalued,-29.546,-136.0688956
ALLE,97.63,-4.97,2.27,4.89,19.22,60.15%,34.73%,Protection - Safety,Industrial Products,9071486000.00,,,9.071486,1.28,77.37,3/23/2020,139.24,20.75181809,29.88365412,93.9858,Overvalued,-3.6442,-3.877394245
PNR,31.66,1.27,-1.18,2.38,12.81,-48.54%,-57.99%,Machinery - Thermal Processing,Industrial Products,5307324000.00,,,5.307324,0.76,22.01,3/23/2020,47.43,30.48010107,33.24899852,30.4878,Overvalued,-1.1722,-3.844816615
ROP,321.97,12.58,6.52,13.05,23.76,89.48%,51.20%,Machinery - General Industrial,Industrial Products,34164236000.00,,,34.164236,2.05,240,3/16/2020,395,25.45889369,18.48860759,310.068,Overvalued,-11.902,-3.838512842
IBM,120.12,13.47,-1.38,12.81,9.03,-29.25%,-16.86%,Computer - Integrated Systems,Computers and Technology,106715576000.00,,,106.715576,6.48,90.56,3/23/2020,158.75,24.60872461,24.33385827,115.6743,Overvalued,-4.4457,-3.843291034
AMCR,8.78,2.55,-0.38,0.42,0,0.00%,117.76%,Containers - Paper Products,Industrial Products,14083532000.00,,,14.083532,0.46,5.8,3/16/2020,11.77,33.94077449,25.40356839,0,Overvalued,-8.78,#DIV/0!
TGT,113.42,9.79,9.22,6.4,17.08,37.15%,7.57%,Retail - Discount,Retail-Wholesale,56819108000.00,,,56.819108,2.64,70.03,5/14/2019,130.24,38.2560395,12.91461916,109.312,Overvalued,-4.108,-3.758050351
EIX,62.06,10.7,1.79,4.69,12.75,0.78%,-7.95%,Utility - Electric Power,Utilities,22503826000.00,,,22.503826,2.55,43.63,3/16/2020,78.93,29.69706735,21.37336881,59.7975,Overvalued,-2.2625,-3.783602993
MCHP,80.34,17.84,1.89,5.05,15.36,69.74%,177.00%,Semi Analog & Mixed,Computers and Technology,19244482000.00,,,19.244482,1.47,53.15,3/19/2020,112.47,33.84366443,28.56761803,77.568,Overvalued,-2.772,-3.573638614
NEE,246.26,24.5,0.98,8.38,28.34,134.42%,12.83%,Utility - Electric Power,Utilities,120527768000.00,,,120.527768,5.6,174.8,3/23/2020,283.35,29.01811094,13.08981825,237.4892,Overvalued,-8.7708,-3.693136362
JBHT,107.58,22.29,8.39,5.21,20.34,18.31%,48.66%,Transportation - Truck,Transportation,11431344000.00,,,11.431344,1.08,75.29,3/16/2020,122.29,30.01487265,12.02878404,105.9714,Overvalued,-1.6086,-1.517956732
MCD,186.1,38.48,2.4,7.85,22.87,88.47%,-23.19%,Retail - Restaurants,Retail-Wholesale,138727696000.00,,,138.727696,5,124.23,3/18/2020,221.93,33.2455669,16.14473032,179.5295,Overvalued,-6.5705,-3.659844204
JCI,29.54,0.01,-1.06,2.15,13.26,-26.22%,131.80%,Protection - Safety,Industrial Products,22569948000.00,,,22.569948,1.04,22.77,3/23/2020,44.82,22.91807718,34.09192325,28.509,Overvalued,-1.031,-3.616401838
IPG,15.06,-0.41,-1.22,1.94,7.49,-30.89%,35.61%,Advertising Marketing Services,Business Services,5864952000.00,,,5.864952,1.02,11.63,3/23/2020,25.2,22.77556441,40.23809524,14.5306,Overvalued,-0.5294,-3.643345767
WAB,49.25,-0.91,-6.01,4.19,11.34,-49.20%,169.34%,Transportation - Equip & Lease,Transportation,9358584000.00,,,9.358584,0.48,35.07,3/18/2020,81.75,28.79187817,39.75535168,47.5146,Overvalued,-1.7354,-3.652351067
GS,183.49,24.82,-0.77,21,9.62,-7.32%,5.84%,Finance - Investment Brokers,Finance,63097440000.00,,,63.09744,5,130.85,3/19/2020,250.46,28.68821189,26.73880061,202.02,Undervalued,18.53,9.172359172
F,5.12,0.11,-0.25,1.22,4.05,-67.53%,8.21%,Auto - Domestic,Auto-Tires-Trucks,20300440000.00,,,20.30044,0,3.96,3/23/2020,10.56,22.65625,51.51515152,4.941,Overvalued,-0.179,-3.622748431
ECL,178.75,9.25,-1.11,5.82,29.64,54.64%,4.38%,Chemical - Specialty,Basic Materials,51509668000.00,,,51.509668,1.88,124.6,3/23/2020,211.24,30.29370629,15.38060973,172.5048,Overvalued,-6.2452,-3.620305058
ABMD,166.02,20.77,5.94,4.21,38.05,141.20%,318.99%,Medical Instruments,Medical,7481358000.00,,,7.481358,0,119.01,3/23/2020,285.77,28.31586556,41.90432866,160.1905,Overvalued,-5.8295,-3.639104691
EXC,38.44,2.44,-0.71,3.22,11.52,12.86%,25.55%,Utility - Electric Power,Utilities,37437868000.00,,,37.437868,1.53,29.28,3/23/2020,51.18,23.82934443,24.89253615,37.0944,Overvalued,-1.3456,-3.627501725
MTD,720.91,38.42,-6.51,22.81,30.51,123.84%,21.02%,Industrial Scientific,Computers and Technology,17288142000.00,,,17.288142,0,579.4,3/23/2020,873.51,19.62935734,17.46974849,695.9331,Overvalued,-24.9769,-3.588980033
INFO,67.17,12.22,1.7,2.23,29.08,158.94%,112.26%,Business Information,Business Services,28546712000.00,,,28.546712,0.68,44.81,3/23/2020,81.65,33.28867054,17.73423148,64.8484,Overvalued,-2.3216,-3.580042067
LRCX,279.02,49.72,20.74,14.51,18.66,263.78%,109.53%,Semi-Eqpt Wafer Fabrication,Computers and Technology,40610804000.00,,,40.610804,4.6,171.04,6/3/2019,344.32,38.69973479,18.96491636,270.7566,Overvalued,-8.2634,-3.051966231
DHI,39.88,8.65,-1.16,4.53,8.54,50.09%,119.23%,Building - Residential & Comm,Construction,14610597000.00,,,14.610597,0.7,25.51,3/18/2020,62.54,36.0330993,36.232811,38.6862,Overvalued,-1.1938,-3.085854904
CERN,70.01,7.64,1.63,2.41,28.48,-4.51%,67.30%,Medical Information Systems,Medical,21300264000.00,,,21.300264,0.72,53.08,3/23/2020,80.9,24.18225968,13.46106304,68.6368,Overvalued,-1.3732,-2.000676022
CAH,51.23,3.47,0.8,5.49,9.12,-43.94%,59.78%,Medical - Dental Suppliers,Medical,14948094000.00,,,14.948094,1.92,39.05,3/23/2020,60.69,23.77513176,15.58741144,50.0688,Overvalued,-1.1612,-2.319208769
EXPD,71.74,9.97,0.26,3.41,20.51,54.41%,24.54%,Transportation - Services,Transportation,12051529000.00,,,12.051529,1,52.55,3/23/2020,81.64,26.74937273,12.12640862,69.9391,Overvalued,-1.8009,-2.574954496
MCK,141.61,2.14,8.29,14.41,9.58,-38.22%,55.74%,Medical - Dental Suppliers,Medical,25055056000.00,,,25.055056,1.64,111.9,4/22/2019,172.18,20.98015677,17.75467534,138.0478,Overvalued,-3.5622,-2.580410553
MSCI,317.18,59.58,6.49,6.44,48.04,405.55%,56.30%,Business Software Services,Computers and Technology,26965054000.00,,,26.965054,2.72,206.82,8/5/2019,335.43,34.79412321,5.440777509,309.3776,Overvalued,-7.8024,-2.521966684
FTNT,112.96,34.94,11.03,1.86,59.27,192.04%,179.90%,Security,Computers and Technology,19487292000.00,,,19.487292,0,68.87,6/3/2019,121.82,39.03151558,7.273025776,110.2422,Overvalued,-2.7178,-2.465299132
AON,190.81,26.34,-1.24,9.16,20.33,95.02%,-8.57%,Insurance - Brokers,Finance,44188160000.00,,,44.18816,1.76,143.93,3/23/2020,238.19,24.56894293,19.89168311,186.2228,Overvalued,-4.5872,-2.463285913
LNT,52.87,0.5,-0.27,2.31,22.34,66.97%,8.88%,Utility - Electric Power,Utilities,12964940000.00,,,12.96494,1.52,37.66,3/23/2020,60.28,28.76867789,12.29263437,51.6054,Overvalued,-1.2646,-2.450518744
LVS,47.01,6.15,-0.85,3.26,14.08,-14.91%,-5.79%,Gaming,Consumer Discretionary,35902944000.00,,,35.902944,3.16,33.3,3/18/2020,74.29,29.16400766,36.72095841,45.9008,Overvalued,-1.1092,-2.416515616
TSN,62.34,14.48,1.4,5.54,10.99,61.29%,12.84%,Food - Meat Products,Consumer Staples,22756406000.00,,,22.756406,1.68,42.57,3/18/2020,94.24,31.71318576,33.84974533,60.8846,Overvalued,-1.4554,-2.390423851
OTIS,45.62,0.37,1.53,0,0,0.00%,0.00%,Building & Construction - Misc,Construction,19988072000.00,,,19.988072,0,38,3/25/2020,50.25,16.70320035,9.213930348,0,Overvalued,-45.62,#DIV/0!
RMD,165.16,3.73,5.34,3.98,40.53,151.39%,67.63%,Medical Products,Medical,23884944000.00,,,23.884944,1.56,96.81,4/18/2019,177.99,41.38411238,7.208270128,161.3094,Overvalued,-3.8506,-2.387089655
WAT,197.51,14.24,1.58,9.07,21.27,59.88%,20.97%,Industrial Scientific,Computers and Technology,12276826000.00,,,12.276826,0,154.39,3/23/2020,245.68,21.83180598,19.6068056,192.9189,Overvalued,-4.5911,-2.379808303
CSCO,42.48,6.98,1.28,2.95,14.07,47.40%,10.10%,Computer - Networks,Computers and Technology,180152576000.00,,,180.152576,1.44,32.4,3/16/2020,58.26,23.72881356,27.08547889,41.5065,Overvalued,-0.9735,-2.345415778
ANSS,263.9,29.61,25.98,5.44,47.39,201.74%,61.95%,Computer - Software,Computers and Technology,22672704000.00,,,22.672704,0,174.25,6/3/2019,299.06,33.97120121,11.75683809,257.8016,Overvalued,-6.0984,-2.365540012
BF.B,63.97,6.01,1.08,1.79,34.92,75.09%,11.13%,Beverages - Alcohol,Consumer Staples,30586552000.00,,,30.586552,0.7,44.68,3/23/2020,72.85,30.15476004,12.18943034,62.5068,Overvalued,-1.4632,-2.340865314
ZTS,130.72,19.67,1.97,3.64,35.01,172.84%,30.83%,Medical - Drugs,Medical,62080236000.00,,,62.080236,0.8,90.14,3/23/2020,146.26,31.04345165,10.62491454,127.4364,Overvalued,-3.2836,-2.576657847
ANET,210.02,41.82,0.11,8.74,23.48,216.34%,312.72%,Communications Components,Computers and Technology,15889901000.00,,,15.889901,0,156.63,3/23/2020,329.34,25.42138844,36.23003583,205.2152,Overvalued,-4.8048,-2.341347035
MAS,39.99,3.6,-0.38,2.54,15.39,52.69%,-21.29%,Building & Construction - Misc,Construction,10547563000.00,,,10.547563,0.54,27.04,3/23/2020,50.06,32.38309577,20.11586097,39.0906,Overvalued,-0.8994,-2.30080889
